"","hub"
"1",3.34014101045594e-16
"2",2.46479844802499e-16
"3",-1.70806049460981e-16
"4",2.76180929176863e-17
"5",-2.18990190683152e-17
"6",1.87696436322992e-16
"7",3.02794160801947e-16
"8",-1.19486611830178e-16
"9",-1.19700946902821e-16
"10",-2.906689696813e-16
"11",7.78364534836032e-17
"12",-1.29668266223302e-17
"13",-2.2107516643991e-16
"14",3.10700499495852e-16
"15",2.98363105302232e-16
"16",-1.98616636890114e-17
"17",-1.1430289150621e-16
"18",3.29026524527926e-16
"19",7.79318817419929e-17
"20",2.89789132378415e-16
"21",5.51349548859389e-17
"22",-1.24828025985585e-16
"23",-5.9490061277269e-17
"24",-2.87495231297939e-16
"25",-2.31396652990512e-16
"26",-1.79978173962392e-17
"27",2.72534760657956e-16
"28",-1.02737441013842e-16
"29",5.61272500263639e-17
"30",-1.34291689374944e-16
"31",-2.73916723661616e-16
"32",-1.75134414654631e-16
"33",1.58832608600074e-16
"34",3.02436282145083e-16
"35",-1.57789610111958e-16
"36",1.14899944885836e-16
"37",-8.86712772540522e-17
"38",-1.71375166645439e-16
"39",-3.28438815833286e-16
"40",8.99395683453446e-17
"41",1.68985397239853e-16
"42",-3.22546239980111e-16
"43",-1.48803956159549e-16
"44",-1.69263822069253e-16
"45",-1.01169404022692e-16
"46",2.85479676962881e-16
"47",-8.80183036495501e-17
"48",-2.56721096150175e-16
"49",1.52038676370441e-16
"50",4.24471606289402e-17
"51",-1.78106846694971e-16
"52",1.48915785350145e-17
"53",1.75134362827484e-16
"54",1.50480861656835e-16
"55",9.39772970658702e-17
"56",2.2266488797196e-16
"57",9.0112907503731e-18
"58",-2.65433089420154e-16
"59",-2.73402013782245e-16
"60",2.93405153085256e-16
"61",-2.70412158895334e-16
"62",-3.02182992969291e-18
"63",-1.08840835016824e-17
"64",1.20864266286895e-16
"65",-3.25080001053406e-16
"66",4.02622888455724e-18
"67",1.56239520044817e-16
"68",2.73054191632437e-16
"69",-2.9887219618585e-16
"70",2.84427956274237e-16
"71",-4.72270560079076e-19
"72",7.73815822643292e-17
"73",1.48878780260663e-16
"74",-2.76440850970692e-16
"75",-1.98823382816059e-17
"76",2.37454825104607e-17
"77",-2.94726327617415e-16
"78",3.00571684936227e-16
"79",-1.74551332989174e-16
"80",-1.80524863805097e-16
"81",-2.19078736570522e-16
"82",2.50201405019008e-16
"83",3.23630953741063e-16
"84",-1.25980621246246e-16
"85",-2.45931404885202e-16
"86",-8.66118669426986e-17
"87",-1.57793804061583e-16
"88",-1.50719622695525e-16
"89",-3.3403402763046e-16
"90",-2.59804609649883e-16
"91",1.78213011100765e-16
"92",1.29458363285414e-16
"93",9.94459084881012e-17
"94",-8.86005222797811e-18
"95",-6.0889878094379e-17
"96",-2.31158311601496e-16
"97",5.87533583026365e-17
"98",-2.27994875034407e-16
"99",1.54129181065105e-16
"100",5.6569581275414e-17
"101",-2.49307133263999e-17
"102",2.14310793650671e-17
"103",1.42098210008454e-16
"104",2.15032419100574e-16
"105",2.31245939137314e-16
"106",-4.79164502129611e-17
"107",-2.01834261874759e-16
"108",3.11857118304431e-16
"109",-2.30354644785163e-17
"110",1.01607358687436e-18
"111",-3.04558260646189e-16
"112",-1.65838976336548e-16
"113",-3.65073461173615e-17
"114",-2.60985887285575e-16
"115",-8.34120688909947e-17
"116",-2.28691863931185e-16
"117",2.27393783822341e-16
"118",1.91883656554335e-16
"119",-1.43583876810504e-16
"120",2.46789732367382e-16
"121",2.73282403111041e-16
"122",1.50590425908861e-16
"123",3.31765975126064e-16
"124",5.72994913712371e-17
"125",3.1579705516145e-16
"126",-1.40305086921851e-16
"127",-2.92721567476929e-16
"128",1.73886361638823e-16
"129",2.12923026619972e-16
"130",1.22025719127204e-16
"131",-2.58712997486511e-16
"132",-1.01726821721212e-16
"133",2.3352733735128e-16
"134",-1.21137994541107e-16
"135",7.63315863821954e-17
"136",7.50226378170384e-17
"137",1.73092698586253e-19
"138",2.35578985074774e-16
"139",-5.83082385792255e-17
"140",-2.31029000383974e-16
"141",-6.0250509505449e-17
"142",-3.04235176967407e-16
"143",-3.7537105926889e-17
"144",2.35341126887655e-16
"145",-3.23435437169095e-16
"146",6.09197066710117e-17
"147",2.39460097854743e-16
"148",-4.33514617159886e-17
"149",1.65460401933273e-16
"150",7.67988583363094e-18
"151",2.40363849898701e-17
"152",-3.08163749485318e-16
"153",2.49938307746962e-16
"154",2.00529864039526e-16
"155",1.20900030935557e-16
"156",-8.63619661662309e-17
"157",2.49534548568929e-16
"158",-1.00959793960231e-16
"159",-8.1276504657618e-17
"160",-2.02247869657391e-16
"161",1.68341326019952e-16
"162",1.57515631654507e-17
"163",7.40071683053185e-17
"164",1.98247039853978e-16
"165",3.14838577827719e-16
"166",-2.6856869467855e-16
"167",4.90781059318745e-17
"168",2.39169545087858e-16
"169",-2.98976057912654e-16
"170",5.98764720765294e-17
"171",2.46250227758739e-16
"172",-2.57529698549315e-16
"173",2.72620640393877e-16
"174",2.25768531849941e-16
"175",2.86540271799768e-16
"176",9.00658290737433e-17
"177",1.65092303551924e-16
"178",2.43757736557556e-16
"179",-1.8908602478264e-16
"180",2.98682747303873e-17
"181",1.00527163324279e-16
"182",3.1882653803736e-17
"183",-2.06261551909574e-16
"184",-2.8875533732009e-16
"185",-1.01272057791629e-16
"186",1.89948295121326e-16
"187",-1.19921862706062e-16
"188",-2.73114627277696e-16
"189",1.66842425628318e-16
"190",-2.41111818370839e-16
"191",1.92034294241891e-17
"192",-3.97679175795314e-18
"193",-6.70740244453697e-17
"194",-2.12163982373142e-16
"195",-1.71027689262823e-16
"196",2.52176357080195e-17
"197",-3.01604361224248e-16
"198",-8.87091337660158e-17
"199",4.0521494842024e-17
"200",-2.16766026836244e-16
"201",-1.2634514289796e-16
"202",-1.34954486354466e-16
"203",-3.25887352873399e-16
"204",-3.03834136935549e-16
"205",-2.34697945891334e-16
"206",1.4073989847345e-16
"207",-2.49746636630031e-17
"208",-9.65056297361009e-18
"209",2.6472929724842e-16
"210",5.74645809723736e-17
"211",-5.1238314751796e-17
"212",-2.51754195262437e-16
"213",4.00636736943867e-17
"214",-1.53433375264896e-16
"215",-2.46421536285736e-16
"216",-1.44052725739215e-16
"217",-2.00870651614856e-16
"218",-1.37859054122948e-16
"219",-1.6165578940588e-16
"220",3.21256668314855e-16
"221",-2.58213425637171e-16
"222",-1.66789560369504e-17
"223",2.44987949083164e-17
"224",2.90708156148429e-16
"225",-1.42700931069295e-16
"226",7.3854273561899e-18
"227",-1.11907691805365e-16
"228",-1.21545771331912e-16
"229",2.00740699714251e-16
"230",-2.78325129103454e-16
"231",-2.44369817805008e-16
"232",-2.60522308989921e-16
"233",-2.93935391992908e-17
"234",2.41158246020353e-16
"235",3.31507132634661e-17
"236",-3.26719414691899e-16
"237",1.90039381009282e-16
"238",3.60675790667051e-17
"239",1.23075663131849e-16
"240",-9.78939342939478e-18
"241",-2.55101341225833e-16
"242",4.02441382698373e-17
"243",2.16897526876888e-17
"244",-2.04984212435118e-16
"245",9.0036223451294e-17
"246",1.92709343079767e-16
"247",-3.33628861047675e-16
"248",2.31403966221015e-16
"249",-8.72096981976829e-17
"250",-7.76887477451455e-17
"251",3.33484509112699e-16
"252",3.33531250877691e-16
"253",-1.82618441796241e-16
"254",-1.51880291666569e-16
"255",1.20770688521883e-16
"256",5.49872667738775e-17
"257",-1.21950757904513e-16
"258",-1.20690195657453e-16
"259",1.96896653208281e-16
"260",-2.25011665044656e-16
"261",-1.39509359889447e-16
"262",-2.19637585498219e-16
"263",2.70885630789892e-16
"264",2.79579678721593e-16
"265",-1.76302894444005e-16
"266",-8.65955596485646e-17
"267",1.91157602456234e-16
"268",1.91402542170862e-16
"269",2.79806646624053e-16
"270",7.43416331907762e-17
"271",-3.01869550811654e-16
"272",-2.98984362818459e-16
"273",7.3631350214517e-17
"274",1.53985883977757e-16
"275",-1.2827667468075e-16
"276",1.44389550881504e-16
"277",-1.85059925588384e-16
"278",-1.8967628601793e-16
"279",5.17658549959321e-17
"280",1.45439712036855e-16
"281",2.04474294338819e-16
"282",3.26637595117025e-16
"283",2.05715219565425e-16
"284",-3.23105677737777e-16
"285",1.70996644335144e-16
"286",-2.13695278304893e-16
