"","hub"
"1",1.41579017106237e-16
"2",1.04612581235455e-16
"3",-7.25894317419164e-17
"4",1.17180964069736e-17
"5",-9.30505460033697e-18
"6",7.96027061028233e-17
"7",1.28528856556347e-16
"8",-5.05491901612571e-17
"9",-5.08374735005078e-17
"10",-1.23321311692938e-16
"11",3.30248849407294e-17
"12",-5.50353883698598e-18
"13",-9.39790448326169e-17
"14",1.317213516385e-16
"15",1.26583815077914e-16
"16",-8.40763710930547e-18
"17",-4.84603706547967e-17
"18",1.39586406243159e-16
"19",3.30310578644412e-17
"20",1.2262629660963e-16
"21",2.3483889812437e-17
"22",-5.29398854071291e-17
"23",-2.52437704896223e-17
"24",-1.22272405154865e-16
"25",-9.81446948233475e-17
"26",-7.61839777840985e-18
"27",1.15499677889729e-16
"28",-4.36557581678556e-17
"29",2.38451435164703e-17
"30",-5.69554307786722e-17
"31",-1.16815409169057e-16
"32",-7.42854779218468e-17
"33",6.75131146381225e-17
"34",1.28272963628327e-16
"35",-6.6796890115837e-17
"36",4.85848008282796e-17
"37",-3.75681235089936e-17
"38",-7.27916301804433e-17
"39",-1.39177832399088e-16
"40",3.81319136281111e-17
"41",7.16927398281149e-17
"42",-1.37126770144729e-16
"43",-6.31528771005793e-17
"44",-7.19524042163436e-17
"45",-4.28892173260434e-17
"46",1.21330892040629e-16
"47",-3.73522202838601e-17
"48",-1.08896940034996e-16
"49",6.44719540612531e-17
"50",1.80089012338789e-17
"51",-7.57078207585505e-17
"52",6.3076765812472e-18
"53",7.43706549370856e-17
"54",6.39442328055471e-17
"55",3.99126367893529e-17
"56",9.45064394234874e-17
"57",3.82600472040923e-18
"58",-1.12864492880162e-16
"59",-1.15933598591799e-16
"60",1.24604114367042e-16
"61",-1.14909625338214e-16
"62",-1.28156352545044e-18
"63",-4.61888700422817e-18
"64",5.12080190253373e-17
"65",-1.37733528064379e-16
"66",1.70682894971957e-18
"67",6.62926989109629e-17
"68",1.15873743272608e-16
"69",-1.26734283392222e-16
"70",1.2051821287614e-16
"71",-1.99988964899946e-19
"72",3.2787212297743e-17
"73",6.2894963289547e-17
"74",-1.17345370537884e-16
"75",-8.43562893173258e-18
"76",1.01036803742366e-17
"77",-1.25185782766564e-16
"78",1.27378480215592e-16
"79",-7.41559172961517e-17
"80",-7.64445597218664e-17
"81",-9.28250917988432e-17
"82",1.05819124094276e-16
"83",1.37369151351745e-16
"84",-5.35011766487004e-17
"85",-1.04353859844343e-16
"86",-3.67745460053493e-17
"87",-6.69412086769529e-17
"88",-6.41197960032852e-17
"89",-1.41747793741934e-16
"90",-1.10068775142163e-16
"91",7.55073786055256e-17
"92",5.49488027370438e-17
"93",4.21048864100571e-17
"94",-3.76155420376443e-18
"95",-2.58067278027004e-17
"96",-9.79722262786807e-17
"97",2.49800437759771e-17
"98",-9.67553614762268e-17
