"","hub"
"1",2.30226680254306e-14
"2",1.69662791403119e-14
"3",-1.17694638689852e-14
"4",1.90397628514587e-15
"5",-1.50880148097971e-15
"6",1.29410742980213e-14
"7",2.08566811033653e-14
"8",-8.23607356897243e-15
"9",-8.25620343982045e-15
"10",-2.00158346030442e-14
"11",5.36416228221332e-15
"12",-8.94054807311861e-16
"13",-1.52394817931185e-14
"14",2.14308740364733e-14
"15",2.05615478494789e-14
"16",-1.36758289830606e-15
"17",-7.88058365906325e-15
"18",2.26685641313629e-14
"19",5.36831925470328e-15
"20",1.99447969111755e-14
"21",3.79947545230128e-15
"22",-8.60015004872257e-15
"23",-4.09702879695686e-15
"24",-1.98203663044402e-14
"25",-1.59396552002529e-14
"26",-1.2399904030719e-15
"27",1.87885904409921e-14
"28",-7.08735560785922e-15
"29",3.86798620094552e-15
"30",-9.26390030670598e-15
"31",-1.88934039702729e-14
"32",-1.20731790561129e-14
"33",1.09381702379791e-14
"34",2.08377037028219e-14
"35",-1.08706108500071e-14
"36",7.9090598978353e-15
"37",-6.10752935538004e-15
"38",-1.18063771005931e-14
"39",-2.26101355538478e-14
"40",6.20049862521853e-15
"41",1.16477933771089e-14
"42",-2.22194073323978e-14
"43",-1.02527806848245e-14
"44",-1.166602925546e-14
"45",-6.97679228006403e-15
"46",1.96761900674934e-14
"47",-6.06119922329521e-15
"48",-1.77143140948734e-14
"49",1.04659134288979e-14
"50",2.92802739057585e-15
"51",-1.22711560121648e-14
"52",1.0253646261952e-15
"53",1.20741808914662e-14
"54",1.03646675333437e-14
"55",6.48029605655222e-15
"56",1.53562112210696e-14
"57",6.20821691425238e-16
"58",-1.83102075154745e-14
"59",-1.88422720809391e-14
"60",2.02344224178433e-14
"61",-1.86325901857556e-14
"62",-2.08262215165134e-16
"63",-7.501694319365e-16
"64",8.33283233147236e-15
"65",-2.24082013957343e-14
"66",2.77347853481422e-16
"67",1.07680717108962e-14
"68",1.88455819279387e-14
"69",-2.06179164081784e-14
"70",1.96270063386808e-14
"71",-3.25583552403161e-17
"72",5.33481221843093e-15
"73",1.02645806519864e-14
"74",-1.90552333275348e-14
"75",-1.36974745195834e-15
"76",1.63716269259476e-15
"77",-2.0305407313993e-14
"78",2.07169048959145e-14
"79",-1.20413244698604e-14
"80",-1.24418474377052e-14
"81",-1.5094583581253e-14
"82",1.72508374710077e-14
"83",2.22921215248725e-14
"84",-8.67765263738997e-15
"85",-1.69563822329644e-14
"86",-5.96492092938097e-15
"87",-1.08772272079706e-14
"88",-1.03795797856559e-14
"89",-2.29976464421292e-14
"90",-1.78923054224766e-14
"91",1.22853042147399e-14
"92",8.91826643283269e-15
"93",6.86019992395039e-15
"94",-6.11200969303963e-16
"95",-4.19551252576076e-15
"96",-1.59312698268182e-14
"97",4.04835836728578e-15
"98",-1.57254107699445e-14
"99",1.06220690688338e-14
"100",3.89574924230914e-15
"101",-1.71770625337367e-15
"102",1.47725738016798e-15
"103",9.7980082222727e-15
"104",1.48114132316394e-14
