"","hub"
"1",2.81361510545343e-14
"2",2.07346948967746e-14
"3",-1.43833878005302e-14
"4",2.32686838327306e-15
"5",-1.84388100794716e-15
"6",1.58146635518939e-14
"7",2.54885475730798e-14
"8",-1.0065313614209e-14
"9",-1.00892904270313e-14
"10",-2.44611490852267e-14
"11",6.55564575630561e-15
"12",-1.0926046572304e-15
"13",-1.86243583636699e-14
"14",2.61911595406781e-14
"15",2.51274906924217e-14
"16",-1.67131720328891e-15
"17",-9.63112595553714e-15
"18",2.77027888333758e-14
"19",6.56052062123676e-15
"20",2.43751691192441e-14
"21",4.64334259757157e-15
"22",-1.05099783968226e-14
"23",-5.00686935714277e-15
"24",-2.42214312436081e-14
"25",-1.94801480521931e-14
"26",-1.51535181477978e-15
"27",2.29609335080551e-14
"28",-8.66140720852975e-15
"29",4.72685644369343e-15
"30",-1.13214902670032e-14
"31",-2.3090065628065e-14
"32",-1.47544550183417e-14
"33",1.3367542644572e-14
"34",2.54655964249167e-14
"35",-1.32850376658564e-14
"36",9.66568070761817e-15
"37",-7.46387294979293e-15
"38",-1.4428688729825e-14
"39",-2.76323284371493e-14
"40",7.57772976798889e-15
"41",1.4235072823824e-14
"42",-2.71543863033067e-14
"43",-1.25296133695623e-14
"44",-1.42569116957161e-14
"45",-8.52597750409156e-15
"46",2.40460979064855e-14
"47",-7.4074522091158e-15
"48",-2.16482673361507e-14
"49",1.27900541854671e-14
"50",3.57823054499313e-15
"51",-1.49966177320336e-14
"52",1.25306845928537e-15
"53",1.47561500928452e-14
"54",1.26664360309628e-14
"55",7.91956037771301e-15
"56",1.87664703277086e-14
"57",7.58705306133888e-16
"58",-2.23769658535585e-14
"59",-2.30270358364318e-14
"60",2.47282171683964e-14
"61",-2.27706271636148e-14
"62",-2.5451578561855e-16
"63",-9.16781512796753e-16
"64",1.01833536191037e-14
"65",-2.73842310083692e-14
"66",3.38944425543147e-16
"67",1.31595758708654e-14
"68",2.30306159559243e-14
"69",-2.51965676412298e-14
"70",2.39863170558774e-14
"71",-3.97901349114434e-17
"72",6.51952457020641e-15
"73",1.25441505927982e-14
"74",-2.32865843194428e-14
"75",-1.67398720140976e-15
"76",2.00069878166372e-15
"77",-2.48149808538975e-14
"78",2.53182185053133e-14
"79",-1.47160557581178e-14
"80",-1.52048139142927e-14
"81",-1.84469621112283e-14
"82",2.10815798432284e-14
"83",2.72430498460337e-14
"84",-1.0604804994826e-14
"85",-2.07222114563741e-14
"86",-7.28971238556438e-15
"87",-1.32928894255969e-14
"88",-1.26843891799665e-14
"89",-2.81056807842162e-14
"90",-2.18663296717838e-14
"91",1.50138175203866e-14
"92",1.08986585318444e-14
"93",8.38361991386468e-15
"94",-7.46927597619218e-16
"95",-5.12719854185785e-15
"96",-1.94693209379211e-14
"97",4.94739173197758e-15
"98",-1.92181869651482e-14
"99",1.29811065743985e-14
"100",4.76088568272813e-15
"101",-2.09921309542999e-15
"102",1.80538091139007e-15
"103",1.19742623131903e-14
"104",1.81011298718159e-14
"105",1.94858749287389e-14
"106",-4.03219691075045e-15
"107",-1.70174868316769e-14
"108",2.6276152422429e-14
"109",-1.93857264304911e-15
"110",8.55277090835975e-17
"111",-2.5624660056349e-14
"112",-1.39721237842202e-14
"113",-3.07157363106834e-15
"114",-2.19880240068868e-14
"115",-7.02553038848312e-15
"116",-1.92473922241602e-14
"117",1.91458085396602e-14
"118",1.61644213773345e-14
"119",-1.20821915745978e-14
"120",2.07969557532333e-14
"121",2.30164345403933e-14
"122",1.26845196985963e-14
"123",2.79678502290415e-14
"124",4.82287040246515e-15
"125",2.66234595661575e-14
"126",-1.18072175713366e-14
"127",-2.46418866536775e-14
"128",1.46360756343598e-14
"129",1.79568831238534e-14
"130",1.02675921464977e-14
"131",-2.17768099807337e-14
"132",-8.5567063107361e-15
"133",1.96763469507256e-14
