"","hub"
"1",2.35284626632168e-16
"2",1.73915600864808e-16
"3",-1.2069535553971e-16
"4",1.95725852874509e-17
"5",-1.55378997853874e-17
"6",1.32909912749777e-16
"7",2.13868200922908e-16
"8",-8.45274907401702e-17
"9",-8.46250819354579e-17
"10",-2.04747862810643e-16
"11",5.50777510689851e-17
"12",-9.18161370678164e-18
"13",-1.55973146124158e-16
"14",2.19470033709417e-16
"15",2.1097924978212e-16
"16",-1.40270427522734e-17
"17",-8.07713445226618e-17
"18",2.32707086543365e-16
"19",5.4980975425393e-17
"20",2.04323453855624e-16
"21",3.89670404153577e-17
"22",-8.8106056063849e-17
"23",-4.20229969083914e-17
"24",-2.03067364983822e-16
"25",-1.63229628238341e-16
"26",-1.27160358116167e-17
"27",1.92536531332952e-16
"28",-7.24388831009907e-17
"29",3.95810398288346e-17
"30",-9.49808494731621e-17
"31",-1.93470445234817e-16
"32",-1.23649819983077e-16
"33",1.11996185267325e-16
"34",2.13649866122495e-16
"35",-1.11212773743128e-16
"36",8.11925659512769e-17
"37",-6.25638525727007e-17
"38",-1.21089048424244e-16
"39",-2.30716029608625e-16
"40",6.35470908038733e-17
"41",1.19531556252699e-16
"42",-2.27817426285989e-16
"43",-1.05086401102945e-16
"44",-1.19481181204659e-16
"45",-7.14762955465697e-17
"46",2.01509357429619e-16
"47",-6.21648589000735e-17
"48",-1.81779977845454e-16
"49",1.07296327123138e-16
"50",3.00283093388165e-17
"51",-1.25766869908806e-16
"52",1.05192990628799e-17
"53",1.23845345219085e-16
"54",1.06407322781997e-16
"55",6.64219866728824e-17
"56",1.57481227798637e-16
"57",6.36605135675647e-18
"58",-1.87904100925159e-16
"59",-1.93385040587458e-16
"60",2.07568858091789e-16
"61",-1.91201861781407e-16
"62",-2.13630307898093e-18
"63",-7.71055820107425e-18
"64",8.53659989635866e-17
"65",-2.29889527527459e-16
"66",2.84713694185597e-18
"67",1.1037124028292e-16
"68",1.93273393183204e-16
"69",-2.11068368316051e-16
"70",2.01316841178143e-16
"71",-3.3360866995661e-19
"72",5.4744451585858e-17
"73",1.0546024519903e-16
"74",-1.9543580433812e-16
"75",-1.40033288200036e-17
"76",1.6780430724657e-17
"77",-2.07677325516067e-16
"78",2.11907420643706e-16
"79",-1.23667741347137e-16
"80",-1.2776790412997e-16
"81",-1.54570256257054e-16
"82",1.76967464995342e-16
"83",2.29000954724883e-16
"84",-8.90104581571345e-17
"85",-1.74317694875622e-16
"86",-6.13446144450244e-17
"87",-1.11178609937671e-16
"88",-1.06597998477925e-16
"89",-2.35863969691638e-16
