"","hub"
"1",5.89182957866487e-14
"2",4.34185234393417e-14
"3",-3.0120026180507e-14
"4",4.87258754819004e-15
"5",-3.86121520010123e-15
"6",3.3117163723511e-14
"7",5.3375431997798e-14
"8",-2.10770646171811e-14
"9",-2.11278264257155e-14
"10",-5.12228273403522e-14
"11",1.37278354638949e-14
"12",-2.28798383364762e-15
"13",-3.9000260806339e-14
"14",5.48450930477698e-14
"15",5.26193474666669e-14
"16",-3.49982162492985e-15
"17",-2.01677726458282e-14
"18",5.8011745376341e-14
"19",1.37379628327019e-14
"20",5.10421388545941e-14
"21",9.72328282434687e-15
"22",-2.20087934034512e-14
"23",-1.04847422145902e-14
"24",-5.07218805218909e-14
"25",-4.07913880651889e-14
"26",-3.17322611386901e-15
"27",4.80817473748931e-14
"28",-1.81374709615288e-14
"29",9.89845708963557e-15
"30",-2.3707978993492e-14
"31",-4.83513875603572e-14
"32",-3.08968159177344e-14
"33",2.79918720494326e-14
"34",5.33255816132983e-14
"35",-2.7819189216193e-14
"36",2.02402864620812e-14
"37",-1.5629832190389e-14
"38",-3.02149715382777e-14
"39",-5.78627830333569e-14
"40",1.58681490767104e-14
"41",2.98081961233556e-14
"42",-5.68629795674715e-14
"43",-2.62380082312913e-14
"44",-2.98552538587159e-14
"45",-1.78546017427633e-14
"46",5.03533061915133e-14
"47",-1.55115601153618e-14
"48",-4.53330035212346e-14
"49",2.6783496081052e-14
"50",7.49314380927814e-15
"51",-3.14031588190889e-14
"52",2.62402256842403e-15
"53",3.08999452616697e-14
"54",2.65244828277941e-14
"55",1.65838488576059e-14
"56",3.92978932768509e-14
"57",1.58876388563503e-15
"58",-4.68590545449053e-14
"59",-4.82197288988853e-14
"60",5.17823425159507e-14
"61",-4.76834939394847e-14
"62",-5.32965896504393e-16
"63",-1.91982120572805e-15
"64",2.13246745643794e-14
"65",-5.73453808735531e-14
"66",7.09771526001508e-16
"67",2.7557048910882e-14
"68",4.82273671411289e-14
"69",-5.27634736535857e-14
"70",5.02282363752064e-14
"71",-8.33228475403194e-17
"72",1.36524173908464e-14
"73",2.62682261202628e-14
"74",-4.87634050082885e-14
"75",-3.50538869512331e-15
"76",4.18961787888822e-15
"77",-5.19637989924456e-14
"78",5.30169273849174e-14
"79",-3.08163063149215e-14
"80",-3.18403787272112e-14
"81",-3.86290569096729e-14
"82",4.41460442243883e-14
"83",5.7048945671568e-14
"84",-2.22071100697303e-14
"85",-4.33932606924211e-14
"86",-1.52651500083386e-14
"87",-2.78360946208089e-14
"88",-2.65621750549753e-14
"89",-5.88552314143489e-14
"90",-4.57883441082315e-14
"91",3.14395932996244e-14
"92",2.28224669502644e-14
"93",1.75560685962227e-14
"94",-1.56413902237032e-15
"95",-1.07365524966885e-14
"96",-4.07697759624988e-14
"97",1.03602473156402e-14
"98",-4.02428017606011e-14
"99",2.71830897386741e-14
"100",9.96973191786291e-15
"101",-4.39579572046505e-15
"102",3.78057844942441e-15
"103",2.50742070652106e-14
"104",3.79049637110977e-14
"105",4.08049107372251e-14
"106",-8.44364308162958e-15
"107",-3.56349077365449e-14
"108",5.50240328243612e-14
"109",-4.05948629940757e-15
"110",1.79099089293152e-16
"111",-5.36588804834802e-14
"112",-2.92581707658977e-14
"113",-6.43204795451244e-15
"114",-4.60436488502042e-14
"115",-1.47120078493837e-14
"116",-4.03050036340858e-14
"117",4.00922451870206e-14
"118",3.38487985245885e-14
"119",-2.53008454903244e-14
"120",4.35496011077912e-14
"121",4.81969149214127e-14
"122",2.65623196731918e-14
"123",5.85651923652446e-14
"124",1.00995000503502e-14
"125",5.57517860229933e-14
"126",-2.47244781658012e-14
"127",-5.16005857333226e-14
"128",3.06484444827965e-14
"129",3.76025083169404e-14
"130",2.15006137321376e-14
"131",-4.56022859529456e-14
"132",-1.7918378337199e-14
"133",4.12034890098616e-14
"134",-2.1369437087276e-14
"135",1.34553835413692e-14
"136",1.32302051365258e-14
"137",3.05161170454535e-17
"138",4.15337974156292e-14
"139",-1.02738363328159e-14
"140",-4.07217711311708e-14
"141",-1.06181681323104e-14
"142",-5.36647482354082e-14
"143",-6.61612864433124e-15
"144",4.14611912871016e-14
"145",-5.69518061466132e-14
"146",1.07507086965369e-14
"147",4.22070145140266e-14
"148",-7.64747956971894e-15
"149",2.92088395875537e-14
"150",1.35341269795713e-15
"151",4.23856437020167e-15
"152",-5.43343151679615e-14
"153",4.40676245179048e-14
"154",3.53799812346542e-14
"155",2.12992819805829e-14
"156",-1.52327344941935e-14
"157",4.3987291714298e-14
"158",-1.78233339642015e-14
"159",-1.43331734630938e-14
"160",-3.57132251389051e-14
"161",2.97138764590583e-14
"162",2.7772424303268e-15
"163",1.30429884220517e-14
"164",3.49683040352686e-14
"165",5.55755263508929e-14
"166",-4.73323106669394e-14
"167",8.66137631672365e-15
"168",4.21834647789394e-14
"169",-5.27307503702109e-14
"170",1.05684304317456e-14
"171",4.34600580045184e-14
"172",-4.54437023817418e-14
"173",4.80572534889079e-14
"174",3.98057531589937e-14
"175",5.05450298948555e-14
"176",1.5868104491985e-14
"177",2.90993812879816e-14
"178",4.29978505693614e-14
"179",-3.33661939787441e-14
"180",5.26648755180658e-15
"181",1.77316832467112e-14
"182",5.62082166046431e-15
"183",-3.64054332332451e-14
"184",-5.08677338040336e-14
"185",-1.78696745257458e-14
"186",3.35546295886337e-14
"187",-2.11629862686125e-14
"188",-4.81865880366469e-14
"189",2.94445724991457e-14
"190",-4.25229846700726e-14
"191",3.38640335630535e-15
"192",-7.01833735325614e-16
