"","hub"
"1",1.41256390056712e-14
"2",1.04099416860178e-14
"3",-7.22124162151045e-15
"4",1.16821182189644e-15
"5",-9.257703306826e-16
"6",7.93968813744145e-15
"7",1.279682548152e-14
"8",-5.05327200770493e-15
"9",-5.06540042965435e-15
"10",-1.22807247117564e-14
"11",3.29132125273041e-15
"12",-5.48580336302834e-16
"13",-9.35053044193305e-15
"14",1.31494785237541e-14
"15",1.26153283371874e-14
"16",-8.39078584427397e-16
"17",-4.83533676278103e-15
"18",1.39088929554549e-14
"19",3.29373304668311e-15
"20",1.22375426452927e-14
"21",2.33121034922208e-15
"22",-5.27677152917464e-15
"23",-2.51369674539465e-15
"24",-1.21610533839693e-14
"25",-9.7796209391578e-15
"26",-7.6077141113526e-16
"27",1.15279953929217e-14
"28",-4.34865340106085e-15
"29",2.37319476880934e-15
"30",-5.6837058852932e-15
"31",-1.15919693664313e-14
"32",-7.40746820361846e-15
"33",6.71095287022077e-15
"34",1.27842560349687e-14
"35",-6.66997830504763e-15
"36",4.85243802062346e-15
"37",-3.74732073806051e-15
"38",-7.24386182911117e-15
"39",-1.38727426606211e-14
"40",3.804439578466e-15
"41",7.14630256707825e-15
"42",-1.36324556647621e-14
"43",-6.29058546453446e-15
"44",-7.15778230957897e-15
"45",-4.28052935610051e-15
"46",1.20722798080116e-14
"47",-3.71882949494376e-15
"48",-1.08682225247552e-14
"49",6.42109059735596e-15
"50",1.79646159134889e-15
"51",-7.52903890095174e-15
"52",6.29106156742428e-16
"53",7.40858204488845e-15
"54",6.35938967977125e-15
"55",3.97579631420197e-15
"56",9.42166127617948e-15
"57",3.80904873094502e-16
"58",-1.12347871461678e-14
"59",-1.15609010314739e-14
"60",1.24151852863687e-14
"61",-1.14316831017228e-14
"62",-1.27775003780207e-16
"63",-4.60276730915024e-16
"64",5.11260571877141e-15
"65",-1.37478408097916e-14
"66",1.70164139037706e-16
"67",6.60685000581934e-15
"68",1.15624387583019e-14
"69",-1.26497276609015e-14
"70",1.2042409869764e-14
"71",-1.99755367594362e-17
"72",3.27327052317337e-15
"73",6.29763592115041e-15
"74",-1.16903056755564e-14
"75",-8.40424313300803e-16
"76",1.00450566554216e-15
"77",-1.24584652250128e-14
"78",1.27106911998538e-14
"79",-7.38818846374113e-15
"80",-7.6340267661716e-15
