"","hub"
"1",2.78303529112256e-17
"2",2.02139344983624e-17
"3",-1.42517755794901e-17
"4",2.31888422697217e-18
"5",-1.73765405164733e-18
"6",1.51344222751317e-17
"7",2.50318636259994e-17
"8",-9.95092969117528e-18
"9",-9.94786095312061e-18
"10",-2.44099493780305e-17
"11",6.30979652414649e-18
"12",-1.07588315736407e-18
"13",-1.82452897109774e-17
"14",2.52748757767442e-17
"15",2.420556028701e-17
"16",-1.59327816461172e-18
"17",-9.54174614059809e-18
"18",2.69128686916108e-17
"19",6.46634055834561e-18
"20",2.37908525618453e-17
"21",4.47776991554667e-18
"22",-1.02158125306033e-17
"23",-4.88608964120959e-18
"24",-2.37310679435564e-17
"25",-1.87682152331563e-17
"26",-1.42773573455122e-18
"27",2.20232695103394e-17
"28",-8.52820080771434e-18
"29",4.68586276401068e-18
"30",-1.07876916509662e-17
"31",-2.28664479694806e-17
"32",-1.43141503116256e-17
"33",1.28740218019041e-17
"34",2.49708339999405e-17
"35",-1.30671737108524e-17
"36",9.42214147957462e-18
"37",-7.15890208464207e-18
"38",-1.40134626169985e-17
"39",-2.66440921403582e-17
"40",7.26731341417625e-18
"41",1.36891252023595e-17
"42",-2.60051964319419e-17
"43",-1.21796650134198e-17
"44",-1.41260739024149e-17
"45",-8.16380823790181e-18
"46",2.36420272070213e-17
"47",-7.04737932533104e-18
"48",-2.11425579387204e-17
"49",1.20487246283932e-17
"50",3.553750703811e-18
"51",-1.45252530979961e-17
"52",1.20227755690902e-18
"53",1.42879795461277e-17
"54",1.25303155423049e-17
"55",7.70590136659411e-18
"56",1.87048553306112e-17
"57",7.25759611484401e-19
"58",-2.16354937109046e-17
"59",-2.19539398143882e-17
"60",2.42541686729006e-17
"61",-2.23865119623245e-17
"62",-2.47916056295e-19
"63",-8.87401050868262e-19
"64",9.8292823404204e-18
"65",-2.66778990662432e-17
"66",3.30734652640576e-19
"67",1.28426261784422e-17
"68",2.27300047503468e-17
"69",-2.4358737110749e-17
"70",2.34056241136199e-17
"71",-3.91037353703587e-20
"72",6.44901548732661e-18
"73",1.23070230415909e-17
"74",-2.27912068350316e-17
"75",-1.61520485396314e-18
"76",1.95453307019052e-18
"77",-2.36073306901501e-17
"78",2.43233280878999e-17
"79",-1.43593614499032e-17
"80",-1.48122654952102e-17
"81",-1.8344317266525e-17
"82",2.0773623106641e-17
"83",2.69368722349812e-17
"84",-1.0421420800829e-17
"85",-2.05073070772015e-17
"86",-7.07865866471649e-18
"87",-1.25017242857089e-17
"88",-1.20728022826527e-17
"89",-2.7655197845341e-17
"90",-2.11165770981829e-17
"91",1.43912451008109e-17
"92",1.04759049125798e-17
"93",8.01679463396372e-18
"94",-7.24667909017044e-19
"95",-4.90333619685712e-18
"96",-1.91286236382117e-17
"97",4.9797242221922e-18
"98",-1.84446991308568e-17
"99",1.2506901715076e-17
"100",4.5774241977784e-18
"101",-2.02414662241284e-18
"102",1.78036042724296e-18
"103",1.18427335666289e-17
"104",1.74329920627569e-17
"105",1.89828027204512e-17
"106",-3.96790606907589e-18
"107",-1.64410446098732e-17
"108",2.58997251571863e-17
"109",-1.91465705180122e-18
"110",8.45279068696218e-20
"111",-2.45417224008479e-17
"112",-1.35954033610952e-17
"113",-3.0244470960518e-18
"114",-2.13217555386569e-17
"115",-6.6186593028231e-18
"116",-1.84207446123694e-17
"117",1.84123547623932e-17
"118",1.58617162291868e-17
