"","hub"
"1",7.74205535758793e-18
"2",5.55444964104123e-18
"3",-4.39816868530781e-18
"4",6.59648262920161e-19
"5",-5.27464481762947e-19
"6",4.55845090195154e-18
"7",7.47383452746972e-18
"8",-3.18911772090674e-18
"9",-2.79064859126763e-18
"10",-7.10459821106498e-18
"11",1.98609125966748e-18
"12",-3.32531670588908e-19
"13",-5.37458834874761e-18
"14",7.64626196852054e-18
"15",7.05785028453803e-18
"16",-4.13290349978634e-19
"17",-2.68222253874595e-18
"18",8.31807922958994e-18
"19",2.03591788841722e-18
"20",7.40941511550957e-18
"21",1.31581169979169e-18
"22",-3.23309548629814e-18
"23",-1.49661303368438e-18
"24",-7.28903803966039e-18
"25",-5.67623060822272e-18
"26",-4.40150148997118e-19
"27",6.34219474133867e-18
"28",-2.36031047861511e-18
"29",1.30953353493139e-18
"30",-3.05332911141288e-18
"31",-5.93265643785237e-18
"32",-4.29652807417257e-18
"33",4.22418127892395e-18
"34",8.18320397550916e-18
"35",-3.69443633041457e-18
"36",2.77229278663648e-18
"37",-1.98313036076528e-18
"38",-4.07312294956895e-18
"39",-7.77517753952891e-18
"40",2.26978010613195e-18
"41",4.30297027708458e-18
"42",-8.01852990634402e-18
"43",-3.36524080763308e-18
"44",-4.19524768595489e-18
"45",-2.5524407777734e-18
"46",6.91750148449037e-18
"47",-2.1482264382303e-18
"48",-6.542636302791e-18
"49",3.31610925390989e-18
"50",1.07922384636455e-18
"51",-4.1754757617391e-18
"52",3.60941541920147e-19
"53",4.58615059758034e-18
"54",3.56966180782496e-18
"55",2.30017690759048e-18
"56",5.96357225557285e-18
"57",2.15813291060456e-19
"58",-5.86931373002526e-18
"59",-6.81570116295874e-18
"60",7.07752499543162e-18
"61",-6.64811148454336e-18
"62",-7.24318930295676e-20
"63",-2.66129039810576e-19
"64",3.13014021137116e-18
"65",-8.17722355846101e-18
"66",9.63977230699013e-20
"67",3.8079491758191e-18
"68",6.2290302043401e-18
"69",-6.7067537000826e-18
"70",6.73589871890732e-18
"71",-1.1505981309586e-20
"72",1.88051011608236e-18
"73",3.6354992980428e-18
"74",-6.59943786536931e-18
"75",-5.28685912375378e-19
"76",5.73074952376776e-19
"77",-7.19946031246593e-18
"78",6.7169538629953e-18
"79",-4.19754979351152e-18
"80",-4.16168583024674e-18
"81",-5.35982878695044e-18
"82",5.85949853641947e-18
"83",7.89030956420545e-18
"84",-3.21842939951453e-18
"85",-5.77804478269819e-18
"86",-1.97703334673281e-18
"87",-3.84549489702014e-18
"88",-3.79756283488304e-18
"89",-7.92773207844193e-18
"90",-6.37433125501754e-18
"91",4.10248728225182e-18
"92",3.32532771635473e-18
"93",2.60149746895988e-18
"94",-2.20458486098046e-19
"95",-1.55736377975058e-18
"96",-5.62477298512261e-18
"97",1.36248872768003e-18
"98",-5.42612993764738e-18
"99",3.40310248992638e-18
"100",1.4206843017649e-18
"101",-6.55767541379829e-19
"102",5.14273472017849e-19
"103",3.68979823481461e-18
"104",5.40065688280745e-18
"105",5.69113535433885e-18
"106",-1.26502701876713e-18
"107",-4.6735832731941e-18
"108",7.01479284061053e-18
"109",-5.77147541522427e-19
"110",2.27444664528345e-20
"111",-6.58338794367326e-18
"112",-3.36477636721265e-18
"113",-8.48558851130774e-19
"114",-6.52164559307827e-18
"115",-2.10780459447327e-18
"116",-5.94278958916958e-18
"117",5.06718939600726e-18
"118",4.31953367919859e-18
"119",-3.93524920270455e-18
"120",5.9365808958214e-18
"121",6.40404346445491e-18
"122",3.58980779614119e-18
"123",8.14170848181068e-18
"124",1.5391273891376e-18
"125",7.96227188713216e-18
"126",-3.27705339201084e-18
"127",-6.77268526950822e-18
"128",4.36271834897048e-18
"129",5.32408268825792e-18
"130",3.07449459650634e-18
"131",-6.30325421514694e-18
"132",-2.32227740920636e-18
"133",6.02693794094389e-18
"134",-2.87838328460918e-18
"135",1.87997961236876e-18
"136",1.86995155772363e-18
"137",4.06189605723319e-21
"138",5.99554511433335e-18
"139",-1.42260888788887e-18
"140",-5.47421370093105e-18
"141",-1.41559448657204e-18
"142",-7.03186960548491e-18
"143",-9.57447018728825e-19
"144",5.91130911730991e-18
"145",-8.49523178843806e-18
"146",1.63813910229975e-18
"147",6.14543659457129e-18
"148",-1.04875251753619e-18
"149",4.21495350239831e-18
"150",1.93846459879701e-19
"151",6.12421415991544e-19
