"","hub"
"1",1.36829675562332e-15
"2",1.0087453647226e-15
"3",-6.99659886466775e-16
"4",1.13179620513225e-16
"5",-8.96845159580575e-17
"6",7.69410976861771e-16
"7",1.23989182984212e-15
"8",-4.89721187425015e-16
"9",-4.906810148308e-16
"10",-1.18993704799022e-15
"11",3.18934354731584e-16
"12",-5.31481130056712e-17
"13",-9.05689479515678e-16
"14",1.27373161958363e-15
"15",1.22234366682652e-15
"16",-8.12776148849301e-17
"17",-4.68485866114697e-16
"18",1.34736676329632e-15
"19",3.1908134364494e-16
"20",1.18560254404646e-15
"21",2.25834556706787e-16
"22",-5.1131401703813e-16
"23",-2.43514516628956e-16
"24",-1.17812874425538e-15
"25",-9.47641688077049e-16
"26",-7.37282023310886e-17
"27",1.11706786162116e-15
"28",-4.21219177859896e-16
"29",2.29972149994927e-16
"30",-5.50644829913103e-16
"31",-1.12335058473999e-15
"32",-7.17643874534545e-16
"33",6.50243319005465e-16
"34",1.23863989725015e-15
"35",-6.46301872334459e-16
"36",4.70186617281929e-16
"37",-3.62996933438769e-16
"38",-7.01988113750233e-16
"39",-1.34424821465961e-15
"40",3.68568613670092e-16
"41",6.92312462848001e-16
"42",-1.32068395670211e-15
"43",-6.09705387317752e-16
"44",-6.93460943409908e-16
"45",-4.14831909274392e-16
"46",1.16979499198599e-15
"47",-3.60183529871667e-16
"48",-1.05278738014634e-15
"49",6.22120296589294e-16
"50",1.74049692400059e-16
"51",-7.29343514154479e-16
"52",6.09477557986735e-17
"53",7.17732793262863e-16
"54",6.16146262658367e-16
"55",3.85333172698605e-16
"56",9.12772809062562e-16
"57",3.69006764094859e-17
"58",-1.088439958987e-15
"59",-1.12023883192881e-15
"60",1.20311825301691e-15
"61",-1.10767806394401e-15
"62",-1.23850744090142e-17
"63",-4.45920000379379e-17
"64",4.95428857819862e-16
"65",-1.33191439282492e-15
"66",1.6487159294751e-17
"67",6.40224222447165e-16
"68",1.12037668084897e-15
"69",-1.22594210564166e-15
"70",1.16708949886861e-15
"71",-1.93563107473481e-18
"72",3.17123291843983e-16
"73",6.10146158810677e-16
"74",-1.13306056502864e-15
"75",-8.14405954553762e-17
"76",9.73282208005069e-17
"77",-1.2070351244672e-15
"78",1.23141833882713e-15
"79",-7.15856449813545e-16
"80",-7.39590752149158e-16
"81",-8.97578745079666e-16
"82",1.0252828423538e-15
"83",1.32525147968189e-15
"84",-5.15857902321222e-16
"85",-1.00810902473741e-15
"86",-3.54633964213136e-16
"87",-6.46786340163645e-16
"88",-6.17023225890092e-16
"89",-1.36692518649011e-15
"90",-1.06374319997853e-15
"91",7.30220727123035e-16
"92",5.30214882828579e-16
"93",4.07928511696855e-16
"94",-3.63314211568696e-17
"95",-2.49321750954372e-16
"96",-9.46991125519747e-16
"97",2.40679643836517e-16
"98",-9.34686377610248e-16
"99",6.31460466536696e-16
"100",2.31594405932352e-16
"101",-1.02134329501596e-16
"102",8.78102645375734e-17
"103",5.82291479704843e-16
"104",8.80526422308486e-16
"105",9.47935145505433e-16
"106",-1.96193408361948e-16
"107",-8.27794108829189e-16
"108",1.27821598133633e-15
"109",-9.43149846993648e-17
"110",4.15992811502656e-18
"111",-1.24657506699338e-15
"112",-6.7967450396685e-16
"113",-1.49371885780244e-16
"114",-1.06935351667947e-15
"115",-3.41752518234312e-16
"116",-9.36494402165455e-16
"117",9.31521397343141e-16
"118",7.86553228863543e-16
"119",-5.87757207709302e-16
"120",1.01174125598659e-15
"121",1.11973547882566e-15
"122",6.17199304813018e-16
"123",1.3600370499203e-15
"124",2.34569458751399e-16
"125",1.29518403718626e-15
"126",-5.74266514600751e-16
"127",-1.19832902069118e-15
"128",7.11932147302956e-16
"129",8.73406099070036e-16
"130",4.99522821963903e-16
"131",-1.05918247125863e-15
"132",-4.16302097493692e-16
"133",9.57050728075425e-16
"134",-4.96334519639251e-16
"135",3.1262196526669e-16
"136",3.0737846159583e-16
"137",7.08868303486347e-19
"138",9.64878969155111e-16
"139",-2.3866566436866e-16
"140",-9.45984689952809e-16
"141",-2.46699838607595e-16
"142",-1.24652092959165e-15
"143",-1.5371361448458e-16
"144",9.62964342413278e-16
"145",-1.32296258425766e-15
"146",2.49781404449033e-16
"147",9.80465548330747e-16
"148",-1.77595429710537e-16
"149",6.78356609892135e-16
"150",3.14430472420589e-17
"151",9.8471022241258e-17
"152",-1.26227757856582e-15
"153",1.02365596792287e-15
"154",8.21696853931131e-16
"155",4.94676858178815e-16
"156",-3.53900791534161e-16
"157",1.02174921046596e-15
"158",-4.14098533117251e-16
"159",-3.33015886347891e-16
"160",-8.29452617336703e-16
"161",6.90162082204187e-16
"162",6.45159415716522e-17
"163",3.02976452098853e-16
"164",8.12502156444852e-16
"165",1.29093798882891e-15
"166",-1.09940376451702e-15
"167",2.01236182471501e-16
"168",9.79858824777699e-16
"169",-1.22491738522022e-15
"170",2.45505232785912e-16
"171",1.00969375497599e-15
"172",-1.0555146804555e-15
