"","authority"
"1",7.52273105555569e-16
"2",5.54393767219895e-16
"3",-3.84512613509022e-16
"4",6.21941338455946e-17
"5",-4.93133742155156e-17
"6",4.22791536998322e-16
"7",6.81621205063713e-16
"8",-2.69119910810508e-16
"9",-2.69765403830719e-16
"10",-6.53935878111689e-16
"11",1.75270719580414e-16
"12",-2.92059435640825e-17
"13",-4.9790518082856e-16
"14",7.00847525419801e-16
"15",6.7130910395067e-16
"16",-4.4660529434011e-17
"17",-2.57435194962567e-16
"18",7.40516315163741e-16
"19",1.75347781216922e-16
"20",6.51385629864649e-16
"21",1.24202769543971e-16
"22",-2.80972305816788e-16
"23",-1.33828774684699e-16
"24",-6.4753479529469e-16
"25",-5.20788551421698e-16
"26",-4.04882153683384e-17
"27",6.13423778403026e-16
"28",-2.8590573378257e-06
"29",1.26328234788186e-16
"30",-3.0263321920877e-16
"31",-6.17484378554076e-16
"32",-3.94650772670639e-16
"33",3.57396847421801e-16
"34",6.80627434726304e-16
"35",-3.55090843861266e-16
"36",2.58458399945882e-16
"37",-1.99644413061643e-16
"38",-3.85682264184877e-16
"39",-7.38523328390922e-16
"40",-3.30242650990661e-15
"41",3.80469923791288e-16
"42",-7.26160578240889e-16
"43",-3.34865389129709e-16
"44",-4.28752608661524e-06
"45",-2.27831158489485e-16
"46",-4.28752608559169e-06
"47",-1.98037314693981e-16
"48",-5.78931100175098e-16
"49",3.41969177685317e-16
"50",9.5703017035111e-17
"51",-4.00898531882624e-16
"52",-0.000206378676418943
"53",3.94462750728974e-16
"54",3.38623026826717e-16
"55",2.11701057779816e-16
"56",5.01869317043678e-16
"57",2.02821557518575e-17
"58",-5.98508534462807e-16
"59",-6.15280193264187e-16
"60",6.61152704170239e-16
"61",-6.09163043119952e-16
"62",-6.80528674327159e-18
"63",-2.45199160942468e-17
"64",2.72183757176068e-16
"65",-7.32129648225456e-16
"66",9.06357088669777e-18
"67",3.51806865513322e-16
"68",6.15711818687222e-16
"69",-6.73812702144358e-16
"70",6.40983769343189e-16
"71",-1.06350661702182e-18
"72",1.74313014242673e-16
"73",3.35540196061591e-16
"74",-6.2278665152073e-16
"75",-4.47356420294836e-17
"76",5.3515076546664e-17
"77",-5.97427792991516e-06
"78",6.76707629444825e-16
"79",-3.93454931296741e-16
"80",-4.06319667652148e-16
"81",-4.92919919207662e-16
"82",5.63480400766961e-16
"83",7.2832639854537e-16
"84",-2.83367871982562e-16
"85",-5.53851972800417e-16
"86",-1.94864282436412e-16
"87",-3.55224652823478e-16
"88",-3.39321142110402e-16
"89",-7.51131171085861e-16
"90",-5.8454788329485e-16
"91",4.01278019279169e-16
"92",2.91383050003082e-16
"93",2.2416578532577e-16
"94",-1.99617731974091e-17
"95",-1.37132107103471e-16
"96",-5.20710967109126e-16
"97",1.32237194389948e-16
"98",-5.13742296685059e-16
"99",3.47089596533828e-16
"100",1.2734484972453e-16
"101",-5.60993648670485e-17
"102",4.82802839037781e-17
"103",3.20028341990235e-16
"104",4.84031156381471e-16
"105",5.20973110175611e-16
"106",-1.07781557908011e-16
"107",-4.55050370138915e-16
"108",7.02699959934388e-16
"109",-5.18292325723366e-17
"110",2.28669945811922e-18
"111",-6.85160970120308e-16
"112",-3.73575943957023e-16
"113",-8.2154514582857e-17
"114",-5.87426184290301e-16
"115",-0.000128188079979972
"116",-5.14317112429766e-16
"117",5.11893381561297e-16
"118",4.32019015167652e-16
"119",-3.22959740076314e-16
"120",5.56029926941551e-16
"121",6.15456896332143e-16
"122",3.39165204900994e-16
"123",7.47592538626372e-16
"124",1.28930437489606e-16
"125",7.11479315571795e-16
"126",-3.1558928677125e-16
"127",-6.5868777463923e-16
"128",3.91160124667355e-16
"129",4.80076439771428e-16
"130",2.74506934035532e-16
"131",-5.82216998291628e-16
"132",-2.28678714081242e-16
"133",-0.00132818916077724
"134",-2.72922800833112e-16
"135",1.71853035469706e-16
"136",1.68923471124115e-16
"137",3.89302983790648e-19
"138",5.30127795164955e-16
"139",-1.31216629178152e-16
"140",-5.20037238714841e-16
"141",-1.35521494099606e-16
"142",-6.85447158147702e-16
"143",-8.45019166991868e-17
"144",-1.08246607314036e-05
"145",-4.22840213126353e-06
"146",1.37294413064318e-16
"147",5.38834849560417e-16
"148",-2.6900475965661e-05
"149",-0.000150469635320617
"150",1.7274115363271e-17
"151",5.41108474870288e-17
"152",-6.94220230377295e-16
"153",-9.34777586629617e-08
"154",4.51631618325719e-16
"155",2.7190082142249e-16
"156",-1.94566201447036e-16
"157",5.61467615443768e-16
