"","authority"
"1",1.67461840359595e-15
"2",1.23410976357133e-15
"3",-8.56178842267278e-16
"4",1.38508165923927e-16
"5",-1.09738100276918e-16
"6",9.41302843715817e-16
"7",1.51713867662546e-15
"8",-5.99002277111547e-16
"9",-6.00494172973802e-16
"10",-1.45616062014757e-15
"11",3.90168937909805e-16
"12",-6.50281654318873e-17
"13",-1.10887860996554e-15
"14",1.55907693502955e-15
"15",1.49521547193132e-15
"16",-9.9463488888467e-17
"17",-5.73265821253003e-16
"18",1.6490471884058e-15
"19",3.90560322309194e-16
"20",1.45112095669683e-15
"21",2.76378940256539e-16
"22",-6.25600366300584e-16
"23",-2.98064251015078e-16
"24",-1.44199031894299e-15
"25",-1.15936052446536e-15
"26",-9.02186226356262e-17
"27",1.36676944364445e-15
"28",-2.99566052310211e-06
"29",2.81374938873093e-16
"30",-6.7382876938595e-16
"31",-1.37426968305652e-15
"32",-8.78362538343264e-16
"33",7.9541955781825e-16
"34",1.51613450285646e-15
"35",-7.90903768624636e-16
"36",5.75290050707103e-16
"37",-4.44356803924703e-16
"38",-8.58954614110612e-16
"39",-1.64460198542451e-15
"40",-8.00114233718825e-07
"41",8.47198816777275e-16
"42",-1.61614791202663e-15
"43",-7.45816998223498e-16
"44",-4.5165434811973e-06
"45",-5.07601188029566e-16
"46",-4.51654347891757e-06
"47",-4.40965946877183e-16
"48",-1.28837879488612e-15
"49",7.61358015592272e-16
"50",2.12995240089612e-16
"51",-8.92696557458778e-16
"52",-0.000212813474283607
"53",8.78382130668031e-16
"54",7.53775103309079e-16
"55",4.71455793214657e-16
"56",1.11695052312732e-15
"57",4.51692578967724e-17
"58",-1.33187568308213e-15
"59",-1.37046827127888e-15
"60",1.47137107100848e-15
"61",-1.35507475472273e-15
"62",-1.51500254082576e-17
"63",-5.45774333996563e-17
"64",6.06184620548053e-16
"65",-1.62980788611415e-15
"66",2.01724113821121e-17
"67",7.83371998722553e-16
"68",1.37087904229275e-15
"69",-1.49962277895275e-15
"70",1.4279791490625e-15
"71",-2.36843884558578e-18
"72",3.88101228808274e-16
"73",7.46720911215532e-16
"74",-1.38644789783528e-15
"75",-9.9656324038369e-17
"76",1.19078729559017e-16
"77",-6.07677135024879e-06
"78",1.5070936700587e-15
"79",-8.7618336022403e-16
"80",-9.0506822772787e-16
"81",-1.09837420040575e-15
"82",1.25478361007236e-15
"83",1.62193558148827e-15
"84",-6.31237899958967e-16
"85",-1.23334931140945e-15
"86",-4.34000614273826e-16
"87",-7.911511505497e-16
"88",-7.54999076691701e-16
"89",-1.67280353217776e-15
"90",-1.30167570156843e-15
"91",8.93729647443819e-16
"92",6.48621954482961e-16
"93",4.98972967671221e-16
"94",-4.44667637383378e-17
"95",-3.05197093111333e-16
"96",-1.15898290922712e-15
"97",2.94533057821482e-16
"98",-1.14389718012164e-15
"99",7.72597598228241e-16
"100",2.83404881710518e-16
"101",-1.24916845797486e-16
"102",1.07471527194871e-16
"103",7.12786897795232e-16
"104",1.07753493881078e-15
"105",1.16003543213313e-15
"106",-2.40003494768022e-16
"107",-1.01273912293298e-15
"108",1.56405757401891e-15
