"","authority"
"1",2.06236779311065e-16
"2",1.51963806324056e-16
"3",-1.05396209711862e-16
"4",1.70545595347308e-17
"5",-1.3505147122517e-17
"6",1.15972004369913e-16
"7",1.87134875208365e-16
"8",-7.36663299968737e-17
"9",-7.3861716484743e-17
"10",-1.79362592947952e-16
"11",4.8025466300807e-17
"12",-8.00650522999304e-18
"13",-1.36412261929822e-16
"14",1.91692073064302e-16
"15",1.84167882066684e-16
"16",-1.22609546070178e-17
"17",-7.08188420299584e-17
"18",2.03100123386664e-16
"19",4.80085340767947e-17
"20",1.78821663562431e-16
"21",3.4054315381489e-17
"22",-7.72007675465458e-17
"23",-3.66619861184579e-17
"24",-1.7742189616526e-16
"25",-1.42756503207638e-16
"26",-1.1110579474576e-17
"27",1.68200013224112e-16
"28",-2.80141158289906e-06
"29",3.467788830886e-17
"30",-8.31551015638469e-17
"31",-1.69073765214351e-16
"32",-1.07973140216686e-16
"33",9.79866935584443e-17
"34",1.86914765591813e-16
"35",-9.71919404161882e-17
"36",7.0765960791121e-17
"37",-5.47162942061886e-17
"38",-1.05802075756996e-16
"39",-2.02508513268039e-16
"40",-9.640014581625e-16
"41",1.04347985999878e-16
"42",-1.99190529712391e-16
"43",-9.19784334482694e-17
"44",-2.82819530375538e-06
"45",-6.25068551770217e-17
"46",-2.82819530347475e-06
"47",-5.41934382333617e-17
"48",-1.58582663166425e-16
"49",9.38269360367758e-17
"50",2.6217833016361e-17
"51",-1.09899245136643e-16
"52",-0.000207424584826068
"53",1.08137083858309e-16
"54",9.29170292304868e-17
"55",5.80220023000511e-17
"56",1.37448769206663e-16
"57",5.56584546325442e-18
"58",-1.64210116270505e-16
"59",-1.68634153554614e-16
"60",1.81377820715059e-16
"61",-1.67037217639652e-16
"62",-1.86734307035269e-18
"63",-6.71533624871205e-18
"64",7.45814037903064e-17
"65",-2.00656428332075e-16
"66",2.49050582246892e-18
"67",9.65609504840452e-17
"68",1.68364507061087e-16
"69",-1.84298212742711e-16
"70",1.75950592077515e-16
"71",-2.91208364847248e-19
"72",4.7743337701416e-17
"73",9.18136169533566e-17
"74",-1.70655016722235e-16
"75",-1.22784507530169e-17
"76",1.46415894877994e-17
"77",-5.7524596079538e-06
"78",1.85400123855608e-16
"79",-1.07815985930809e-16
"80",-1.11419777434704e-16
"81",-1.35263314328103e-16
"82",1.54601693062956e-16
"83",1.99753833143907e-16
"84",-7.76647249432558e-17
"85",-1.51671498689305e-16
"86",-5.34568490523989e-17
"87",-9.74091364839153e-17
"88",-9.29239362825756e-17
"89",-2.05976737900261e-16
"90",-1.60475081850308e-16
"91",1.09805630774082e-16
"92",7.96500443902928e-17
"93",6.14820599554688e-17
"94",-5.46344117291876e-18
"95",-3.7590598351302e-17
"96",-1.42519722090506e-16
"97",3.6226410457405e-17
"98",-1.4113789296307e-16
"99",9.52203424177158e-17
"100",3.49082631452359e-17
"101",-1.54112308143265e-17
"102",1.32462179412274e-17
"103",8.76823319092355e-17
"104",1.32782803610833e-16
"105",1.42783776347933e-16
"106",-2.9607019470345e-17
"107",-1.24703063658224e-16
"108",1.92264321643176e-16
"109",-1.42220922719197e-17
"110",6.26662827803979e-19
"111",-1.88129629800979e-16
"112",-1.02264541634847e-16
"113",-2.25217104900203e-17
"114",-1.61369019352522e-16
"115",-0.00010965867305808
"116",-1.41406962781102e-16
"117",1.4039648885002e-16
"118",1.18561274676972e-16
"119",-8.85390279407047e-17
"120",1.52644041539011e-16
"121",1.6845730387743e-16
"122",9.30087406940439e-17
"123",2.04822319814342e-16
"124",3.53944427000739e-17
"125",1.94997293503574e-16
"126",-8.65468316777839e-17
"127",-1.80574341793515e-16
"128",1.07174969003709e-16
"129",1.31631646075506e-16
"130",7.5321410203659e-17
"131",-1.59730755066874e-16
"132",-6.26834393805008e-17
"133",-0.000163104491383494
"134",-7.45999688353903e-17
"135",4.70913112760967e-17
"136",4.63530774165526e-17
"137",1.06674566483419e-19
"138",1.45431090526037e-16
"139",-3.58936487446457e-17
"140",-1.42315583155206e-16
"141",-3.7127666617691e-17
"142",-1.87687441831102e-16
"143",-2.31340702952788e-17
"144",-1.0986893315043e-05
"145",-4.41487163204685e-06
"146",3.76108231672984e-17
"147",1.47790188330987e-16
"148",-2.3375520381944e-05
"149",-0.000139219742714518
"150",4.73397162941224e-18
"151",1.48387680630661e-17
"152",-1.90439453714806e-16
"153",-9.01415789438472e-08
"154",1.23788840527901e-16
"155",7.45373036436278e-17
"156",-5.33343518331679e-17
"157",1.53834746738036e-16
"158",-6.24509128058397e-17
"159",-5.01180305066912e-17
"160",-5.83641231150531e-08
"161",1.04052013535479e-16
"162",9.72231272913108e-18
"163",-4.82310767782483e-07
"164",1.22480576941868e-16
"165",1.94572975604424e-16
"166",-1.65422451744717e-16
"167",3.02752437081979e-17
"168",1.47699017079894e-16
"169",-1.8481002587223e-16
"170",3.69326745274038e-17
"171",1.51978951245954e-16
"172",-1.58853384258189e-16
"173",1.67808464919089e-16
"174",1.39563192375925e-16
"175",1.76947713942339e-16
"176",5.54809147676838e-17
"177",1.01722018920322e-16
"178",-1.28389006641193e-07
"179",-1.16861734191182e-16
"180",-1.74202878660262e-05
"181",6.21281582155544e-17
"182",-8.96025336122657e-09
"183",-1.273518072638e-16
"184",-1.77884566951937e-16
"185",-6.25104285817222e-17
"186",1.17403191266202e-16
"187",-7.39203032825728e-17
"188",-1.68768490070437e-16
"189",1.03032421888603e-16
"190",-1.48826405605904e-16
"191",1.18494045909108e-17
"192",-2.45115713083848e-18
"193",-4.1427466329092e-17
"194",-1.30856360547523e-16
"195",-1.05378032878203e-16
"196",1.55911110307416e-17
"197",-1.86145609613576e-16
"198",-5.46960611489197e-17
"199",2.50322397578808e-17
"200",-1.33811463135466e-16
"201",-4.85041978995475e-07
"202",-4.52953894799466e-06
"203",-2.00928226676381e-16
"204",-1.87479940623424e-16
"205",-1.4484872033144e-16
"206",8.67560510581242e-17
"207",-5.83641230053562e-08
"208",-5.83641229958676e-08
"209",1.63798197444815e-16
"210",3.54387582623221e-17
"211",-6.98334335208766e-06
"212",-1.55253759621169e-16
"213",2.47035729031893e-17
"214",-9.47150382662019e-17
"215",-1.5215105652352e-16
"216",-8.9005270516422e-17
"217",-1.2411209965815e-16
"218",-8.51742648834831e-17
"219",-9.97706944960265e-17
"220",1.98355614095828e-16
"221",-1.59036996871482e-16
"222",-6.52574110470563e-06
"223",1.51472135949654e-17
"224",-4.28418884898465e-06
"225",-8.80098641428715e-17
"226",4.56255443635735e-18
"227",-6.91841135886364e-17
"228",-7.49913778873603e-17
"229",1.23878217456532e-16
"230",-1.71980629800324e-16
"231",-0.000150927675160946
"232",-1.60587177903689e-16
"233",-1.81151969306416e-17
"234",1.48794827642552e-16
"235",2.04648729847424e-17
"236",-2.01826568357236e-16
"237",1.17180783444155e-16
"238",2.22802878184379e-17
"239",7.6056884832636e-17
"240",-6.18136376997341e-07
"241",-0.00207587389753701
"242",2.4871788639129e-17
"243",1.33825108618713e-17
"244",-1.2669726058851e-16
"245",5.55882222950181e-17
"246",1.18895361917662e-16
"247",-2.05642465227961e-16
"248",1.42838627851584e-16
"249",-5.37101415338021e-17
"250",-4.79950832257593e-17
"251",2.0580583185775e-16
"252",2.06066531178665e-16
"253",-1.12942158405222e-16
"254",-9.36936395361658e-17
"255",7.44647393480112e-17
"256",3.3965545909831e-17
"257",-7.53678009169005e-17
"258",-0.000397035799379321
"259",1.21528514318924e-16
"260",-1.38971334107438e-16
"261",-0.0121071906884265
"262",-1.35599159081341e-16
"263",1.67037645773488e-16
"264",1.72504066776896e-16
"265",-1.0880441740028e-16
"266",-5.35142898010922e-17
"267",1.18068918109085e-16
"268",-0.000290292632855979
"269",-0.00152391637363549
"270",-0.000308037628120897
"271",-1.86378478168303e-16
"272",-1.84608966130865e-16
"273",4.55315891596141e-17
"274",9.51847193651193e-17
"275",-7.91809037431542e-17
"276",8.89568674592137e-17
"277",-1.14231523726196e-16
"278",-1.17041333269793e-16
"279",3.19520348208181e-17
"280",8.97535945371969e-17
"281",-5.34044399116966e-07
"282",-1.97107489528085e-06
"283",1.27151675389203e-16
"284",-1.99456130013488e-16
"285",1.05361222744673e-16
"286",-1.31716689601299e-16
"287",1.49878299811991e-16
"288",4.20065484870251e-17
"289",-4.16633015887854e-17
"290",-0.000852854558140753
"291",-1.35445548927352e-16
"292",1.41171008344487e-16
"293",-2.01306919832765e-16
"294",1.00113798297661e-16
"295",-0.000338125021157597
"296",1.64417041155118e-16
"297",-1.17497278546375e-05
"298",-3.69664395443605e-05
"299",-0.000269054845363205
"300",-2.74546834749983e-05
"301",-8.10044168368816e-17
"302",-1.04156366568717e-16
"303",-7.00361483230868e-17
"304",-5.49968515437881e-17
"305",1.82704871214213e-16
"306",-4.05751868052724e-17
"307",1.12747049489076e-16
"308",-6.92525070929559e-06
"309",-8.22703417700234e-17
"310",1.57711384824944e-16
"311",-1.08258241102912e-16
"312",-1.07888690140764e-17
"313",-2.22252243099778e-17
"314",-3.62699317991464e-17
"315",7.03537172413981e-17
"316",-1.20042880642134e-08
"317",1.47155017177834e-16
"318",1.3960382051643e-16
"319",-0.000104246102364597
"320",-0.00902504025989209
"321",-1.29261553592626e-16
"322",-2.06035053295631e-05
"323",-0.000430242366689615
"324",7.58469514582269e-17
"325",-0.000272334901125872
"326",-1.17739531188063e-17
"327",7.80445631689231e-17
"328",-3.63415229958501e-17
"329",-2.06035053295471e-05
"330",2.85193938853141e-17
"331",-2.06035053294404e-05
"332",-0.000117866586889027
