"","authority"
"1",5.06302732444829e-14
"2",3.73120007382208e-14
"3",-2.58834474212338e-14
"4",4.18721746657686e-15
"5",-6.01704304095287e-05
"6",2.84591621288296e-14
"7",4.58678212513743e-14
"8",-1.81124735227443e-14
"9",-1.81561500047246e-14
"10",-4.4018472647233e-14
"11",1.17969249114351e-14
"12",-1.96616966102729e-15
"13",-3.35146021771966e-14
"14",4.71305193838476e-14
"15",4.52177986022522e-14
"16",-3.00753521112448e-15
"17",-1.73312246933855e-14
"18",4.98519797010505e-14
"19",1.18057268450501e-14
"20",4.38630024732939e-14
"21",-0.000193451576180765
"22",-0.000193451576208034
"23",-0.000349192184887038
"24",-0.00012250357868695
"25",-3.50538401526897e-14
"26",-2.72689673924064e-15
"27",4.13190402929707e-14
"28",-1.47559211031057e-06
"29",8.5061325810648e-15
"30",-2.03733009678543e-14
"31",-4.15504175533899e-14
"32",-2.65509900090615e-14
"33",-2.17279444974244e-05
"34",4.58254300095571e-14
"35",-2.3906335221872e-14
"36",1.73936430748942e-14
"37",-1.34314343640829e-14
"38",-2.59650076406552e-14
"39",-4.97241730573262e-14
"40",-5.94350493238053e-07
"41",2.56156825532657e-14
"42",-9.6664078592354e-05
"43",-2.25474224268297e-14
"44",-1.39202942220807e-06
"45",-1.53432637200788e-14
"46",-1.39202935328119e-06
"47",-1.33297362167248e-14
"48",-3.89565795927625e-14
"49",2.30161287335114e-14
"50",6.4391895473161e-15
"51",-2.69861495804995e-14
"52",-7.07587234400002e-05
"53",2.65538805959687e-14
"54",2.2793674973503e-14
"55",1.42512687243618e-14
"56",3.37706368188542e-14
"57",-6.48633389183528e-05
"58",-4.02681449265448e-14
"59",-4.14377151126804e-14
"60",4.449847947185e-14
"61",-4.09764069414573e-14
"62",-4.58004123899581e-16
"63",-1.64977643789994e-15
"64",1.83252881314048e-14
"65",-4.92791667353276e-14
"66",6.09938154001787e-16
"67",2.36809970935822e-14
"68",4.14436210566314e-14
"69",-4.53420330547884e-14
"70",4.31635926465649e-14
"71",-7.16025601591774e-17
"72",1.17321321065332e-14
"73",2.25734772607662e-14
"74",-4.1904628074702e-14
"75",-3.01230532418053e-15
"76",3.60031281017849e-15
"77",-1.30653086343202e-06
"78",4.55598127281961e-14
"79",-2.03034937397434e-07
"80",-2.73616493100266e-14
"81",-3.31960494214088e-14
"82",3.79367582091722e-14
"83",4.90247124117239e-14
"84",-1.90835341850818e-14
"85",-3.7290106071628e-14
"86",-1.31180158755188e-14
"87",-2.39208386319488e-14
"88",-2.28259719113105e-14
"89",-5.05765404821484e-14
"90",-3.9348293520028e-14
"91",2.70175459175351e-14
"92",1.96126075111806e-14
"93",1.50867016962711e-14
"94",-1.34413505182944e-15
"95",-0.000211235375883611
"96",-3.50350941656789e-14
"97",8.90303277269464e-15
"98",-3.4582410834305e-14
"99",2.33595736907288e-14
"100",8.56741347477764e-15
"101",-3.77749185112256e-15
"102",3.24880377009395e-15
"103",2.15475103251081e-14
"104",3.25733863441532e-14
"105",3.50652852121801e-14
"106",-7.25602666950121e-15
"107",-3.06226284526543e-14
"108",4.7284410751756e-14
"109",-3.48850446921221e-15
"110",1.53908345597782e-16
"111",-4.6111195654146e-14
"112",-2.51429207324351e-14
"113",-5.52735289250167e-15
"114",-3.95676809732199e-14
"115",-8.30430065720366e-05
"116",-3.46362163130948e-14
"117",3.44530077739115e-14
"118",2.90877134240975e-14
"119",-2.17423581351828e-14
"120",3.74241125855821e-14
"121",4.14176029129444e-14
"122",2.28259838270344e-14
"123",5.0327987623517e-14
"124",8.67893285218041e-15
"125",4.79102627818027e-14
"126",-4.13905134420036e-06
"127",-4.4343025017012e-14
"128",2.6337624691332e-14
"129",3.23136314348745e-14
"130",1.8476488625411e-14
"131",-3.91879327973147e-14
"132",-1.53979460544747e-14
"133",-0.00134275879506583
"134",-1.8363740694885e-14
"135",1.15627718663361e-14
"136",1.13693191241996e-14
"137",2.62239329547169e-17
"138",3.56919814438269e-14
"139",-8.82884907066722e-15
"140",-3.49943359377136e-14
"141",-9.12467169031577e-15
"142",-4.61160480031201e-14
"143",-5.68557814162352e-15
"144",-4.36693346174735e-05
"145",-9.19103884945906e-07
"146",9.23855778917071e-15
"147",3.62704083808861e-14
"148",-7.66865972409865e-06
"149",-0.000102977118833168
"150",1.16305394881445e-15
"151",3.64237423653009e-15
"152",-4.66919246554389e-14
"153",-7.17577180669327e-07
"154",3.0403557277099e-14
"155",1.83033815262021e-14
"156",-1.30901670121701e-14
"157",3.78003380927313e-14
"158",-1.53164284694014e-14
"159",-1.23169839633703e-14
"160",-4.88272975929075e-09
"161",2.55344780345519e-14
"162",2.38659490617591e-15
"163",-6.48932053744652e-08
"164",3.00496912357654e-14
"165",4.77581625384354e-14
"166",-4.06747133429983e-14
"167",7.44310673598671e-15
"168",3.62499916698982e-14
"169",-4.53138611723902e-14
"170",9.08199433792169e-15
"171",3.73472654378328e-14
"172",-3.90520257773162e-14
"173",4.12979718766907e-14
"174",3.42068170039011e-14
"175",4.3435475622192e-14
"176",1.36361663901613e-14
"177",2.50062369893253e-14
"178",-1.64265286517514e-08
"179",-2.8673062109911e-14
"180",-1.36888618908957e-05
"181",1.52376779002989e-14
"182",-7.04017912334861e-08
"183",-3.12846145760221e-14
"184",-4.37129422313611e-14
"185",-1.53562278827421e-14
"186",2.88349330258433e-14
"187",-1.81860884344971e-14
"188",-4.14086279141105e-14
"189",2.53030458706568e-14
"190",-3.65420231576102e-14
"191",2.91006604658149e-15
"192",-6.03106575425853e-16
"193",-1.01662904399659e-14
"194",-3.21572431589484e-14
"195",-2.5907526916128e-14
"196",3.82319682609478e-15
"197",-4.5707217446252e-14
"198",-1.34415458196204e-14
"199",6.14361844414176e-15
"200",-4.13905135583327e-06
"201",-1.3011432612616e-07
"202",-3.26006987474895e-06
"203",-4.93301456925367e-14
"204",-4.60154184267136e-14
"205",-3.55706022663551e-14
"206",2.13345634623273e-14
"207",-4.88270285906415e-09
"208",-4.88270053094984e-09
"209",4.01577471308155e-14
"210",8.70573511539963e-15
"211",-6.57029703312462e-06
"212",-3.8132573341504e-14
"213",6.07183760968072e-15
"214",-2.32648768268755e-14
"215",-3.73928327352397e-14
"216",-2.18366999713108e-14
"217",-3.04518708864079e-14
"218",-2.09144880902666e-14
"219",-2.44769814713194e-14
"220",4.86984008295929e-14
"221",-3.90908948207475e-14
"222",-1.44068928082181e-06
"223",3.71406233799741e-15
"224",-1.55616639963853e-06
"225",-2.16118265825507e-14
"226",1.11964772532457e-15
"227",-1.69797722793787e-14
"228",-1.84348941896308e-14
"229",3.04239542685836e-14
"230",-4.21896504163814e-14
"231",-7.16780720587093e-05
"232",-3.94947188361521e-14
"233",-4.45036415831335e-15
"234",3.65361014582891e-14
"235",5.02798481834176e-15
"236",-4.95543147025466e-14
"237",2.88062424096515e-14
"238",5.46585477764043e-15
"239",1.86594764367489e-14
"240",-1.59757845358242e-07
"241",-0.000656065367655251
"242",6.10359491778203e-15
"243",3.2878272063326e-15
"244",-3.10522511822233e-14
"245",1.36544757578212e-14
"246",2.92123435294996e-14
"247",-5.05420658670139e-14
"248",3.50771358731853e-14
"249",-1.32136896363351e-14
"250",-1.17820445013709e-14
"251",5.05712737916111e-14
"252",5.05422334154377e-14
"253",-2.7680241814874e-14
"254",-2.30206168124206e-14
"255",1.83106902016738e-14
"256",8.33157534058047e-15
"257",-1.84799159437292e-14
"258",-0.000146827974730902
"259",2.98462651587849e-14
"260",-3.40670846390192e-14
"261",-0.0074187020238605
"262",-3.32861226934178e-14
"263",4.10576750908916e-14
"264",4.23548650649125e-14
"265",-2.67338532838531e-14
"266",-1.3120922412847e-14
"267",2.89763048609818e-14
"268",-9.67260949286218e-05
"269",-0.00139966917312428
"270",-0.000112627249250404
"271",-4.57869763675351e-14
"272",-4.53199661505054e-14
"273",1.11537964570223e-14
"274",2.33701057317734e-14
"275",-1.94596021625984e-14
"276",2.18692344562236e-14
"277",-2.80362915663131e-14
"278",-2.87449432622281e-14
"279",7.85196893505724e-15
"280",2.20595789734397e-14
"281",-9.99759043958233e-08
"282",-7.38901448187026e-07
"283",3.12069621135279e-14
"284",-4.89342320979598e-14
"285",2.59178609098537e-14
"286",-3.2376425128269e-14
"287",3.68138584517247e-14
"288",1.03142558319231e-14
"289",-1.02285872313532e-14
"290",-0.000514333591254715
"291",-3.32503558560311e-14
"292",3.46592300223312e-14
"293",-4.94100493104452e-14
"294",2.45897820765796e-14
"295",-0.000193067534032403
"296",4.03396781895824e-14
"297",-8.43036610272281e-06
"298",-0.0008815605152847
"299",-0.000504509554216264
"300",-0.000476244034407408
"301",-1.98721924751052e-14
"302",-2.56135133491214e-14
"303",-1.71661735755936e-14
"304",-1.35115056551846e-14
"305",4.49164292921606e-14
"306",-9.94577123836535e-15
"307",2.76439893452152e-14
"308",-3.08730808520619e-06
"309",-2.0235869156703e-14
"310",3.87396021943858e-14
"311",-2.65888136154578e-14
"312",-2.64535280466159e-15
"313",-5.4592382640432e-15
"314",-8.91005160809634e-15
"315",1.72486269280578e-14
"316",-6.59460389555379e-09
"317",3.61463969709243e-14
"318",3.42585333480658e-14
"319",-4.41401837294273e-05
"320",-0.00663922182143248
"321",-3.17222857841882e-14
"322",-1.49327136457782e-05
"323",-0.00158652183727269
"324",1.86317518608005e-14
"325",-0.00028292505325341
"326",-2.89088809684675e-15
"327",1.91652633142997e-14
"328",-8.92321231747203e-15
"329",-1.4932713641854e-05
"330",7.00256541781118e-15
